age,education,default,balance,housing,loan,campaign,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_nan,marital_married,marital_single,marital_nan,contact_telephone,contact_nan
-0.3333333333333333,3,0,-0.18672100782453785,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.05555555555555555,2,0,0.12184458540964344,1,1,1.0,-0.5849625007211564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1666666666666667,2,0,0.3460180667694082,1,1,1.0,-0.5849625007211564,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5,2,0,-0.17839350147785996,1,1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8888888888888888,2,0,0.32932128834350993,1,0,0.0,-0.5849625007211564,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.4444444444444444,3,0,0.2849191176294697,1,0,0.0,0.41503749927884365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.2222222222222222,2,0,0.686530634821371,1,1,1.0,-0.5849625007211564,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3888888888888889,2,0,-0.18115534097907973,1,1,2.2598510045646623,0.7369655941662059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1111111111111112,3,0,-0.3065719193648172,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.6111111111111112,3,0,1.992699377670187,0,0,1.7095112913514543,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,0.1429707911338177,1,0,0.0,0.41503749927884365,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6111111111111112,2,0,-0.6067969292949175,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.1111111111111111,2,0,1.1669783098442634,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.05555555555555555,2,0,-0.044572072199427874,1,0,1.0,0.9999999999999999,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.5555555555555556,2,0,-3.469956067214735,1,0,0.0,-0.5849625007211564,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.0,2,0,-3.469956067214735,1,0,1.0,-0.5849625007211564,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4444444444444444,2,0,-0.08655540274940379,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-0.16666666666666666,3,0,0.008889584624562564,1,0,0.0,-0.5849625007211564,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.1111111111111112,2,0,-3.088998977452416,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.16666666666666666,3,0,1.134469605080747,1,0,1.7095112913514543,1.5849625007211563,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.3333333333333333,3,0,-0.4716848282742144,1,0,1.0,0.7369655941662059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.4444444444444444,3,0,-3.469956067214735,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.8333333333333334,1,0,0.5154186976317084,1,0,0.0,-0.5849625007211564,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1111111111111111,1,0,0.1603480637849015,1,1,1.0,0.41503749927884365,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0555555555555556,3,0,0.5957800317683437,1,0,1.0,0.41503749927884365,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.05555555555555555,3,0,-0.06548048571279107,1,0,1.0,1.2223924213364477,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,2,0,-0.08655540274940379,1,0,0.0,0.9999999999999999,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.8888888888888888,1,0,-0.7659104218505243,1,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,1,0,-3.469956067214735,1,0,1.0,0.7369655941662059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.7777777777777778,2,0,-0.05768454075704389,1,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.16666666666666666,2,0,0.9637886079643257,1,0,0.0,0.41503749927884365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.3888888888888889,2,0,0.12740020575381167,1,0,0.0,-0.5849625007211564,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.2222222222222222,2,1,-0.08655540274940379,0,0,0.0,-0.5849625007211564,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,2,0,-0.38095618789393865,1,0,1.0,-0.5849625007211564,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1.0,2,0,1.081441772106407,0,0,0.0,0.41503749927884365,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.05555555555555555,2,0,-0.03493902299291042,1,0,0.0,0.9999999999999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,2,0,-0.3652521222693923,1,1,1.7095112913514543,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0555555555555556,3,0,0.9453820033515821,1,1,1.0,0.41503749927884365,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.4444444444444444,1,0,-0.34810534464422294,1,0,1.0,0.7369655941662059,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1111111111111111,2,0,-0.6472960592724145,1,0,0.0,-0.5849625007211564,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.2222222222222222,3,0,1.472124194560013,1,0,1.7095112913514543,-0.5849625007211564,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.3888888888888889,1,0,-1.1194793946135022,1,0,1.7095112913514543,1.2223924213364477,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2777777777777778,2,0,-0.9280483272809308,1,0,1.0,0.41503749927884365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.6111111111111112,2,0,0.8895117653862236,1,0,0.0,-0.5849625007211564,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0.8333333333333334,2,0,-0.49080344827253664,1,0,0.0,-0.5849625007211564,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.2222222222222222,2,0,-0.0009956621475316594,1,0,1.7095112913514543,-0.5849625007211564,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.2777777777777778,2,0,0.8308371214583062,1,0,0.0,-0.5849625007211564,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7222222222222222,1,0,-1.981598395891942,1,1,1.0,-0.5849625007211564,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.6666666666666666,3,0,-0.5006180823727575,1,0,1.0,-0.5849625007211564,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
